"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM",-0.051407738002093,-0.0162725860900272,-0.648443642599948,0.528183253824982,0.574515118195594,-7.08097952988975
"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES",0.107325344167112,-0.0318392416717964,0.604059838000312,0.5563803922289,0.601667168340554,-7.10992386391979
"KEGG_O_GLYCAN_BIOSYNTHESIS",-0.0785586436083186,0.0223414799431892,-0.57759724650192,0.573576692997064,0.614180559314418,-7.12625908261503
"KEGG_OXIDATIVE_PHOSPHORYLATION",0.144230914587848,-0.0284400704664303,0.576103113680416,0.574556007100584,0.614180559314418,-7.12716072002624
"KEGG_INSULIN_SIGNALING_PATHWAY",0.0539902827170316,-0.0619858226024783,0.54050624403263,0.598146528716244,0.635744310521265,-7.1479842266004
"KEGG_TASTE_TRANSDUCTION",-0.0734278367825059,0.0576005101049574,-0.526221735338285,0.607750111426826,0.642281367757896,-7.15598398821741
"KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM",-0.0637215902003206,-0.0647637552686527,-0.498847178092136,0.626366777942102,0.658215936142548,-7.17074044924397
"KEGG_VIRAL_MYOCARDITIS",-0.0726705714197371,0.0106669004210714,-0.437922720423263,0.668756097609365,0.698812551434505,-7.20085205784042
"KEGG_ECM_RECEPTOR_INTERACTION",0.0683071384011114,0.00171084622061987,0.416547360618068,0.683923784600564,0.710669407462038,-7.21051669396331
"KEGG_CIRCADIAN_RHYTHM_MAMMAL",-0.0733287558872509,-0.0196237616492146,-0.387653192773945,0.704655057609552,0.728143559529871,-7.22283210923007
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",0.0446978816158638,0.00350193345041153,0.37472955171183,0.714009118604876,0.733733127406116,-7.22806077241345
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",0.0457984970024291,-0.00663977591266229,0.350901682017211,0.731381558852836,0.747455878827623,-7.23724605374787
"KEGG_PARKINSONS_DISEASE",0.0596380807770187,6.58464243916856e-05,0.245123795526723,0.810254450091414,0.823537309928978,-7.27084392017051
"KEGG_LEISHMANIA_INFECTION",0.0278549609552117,0.0150850780945835,0.164805002198008,0.87167684876605,0.879189675947325,-7.28845585516894
"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS",0.0121762012459034,0.00215562226136165,0.16119300833762,0.874462849732554,0.879189675947325,-7.28908655671014
"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION",0.0156217120989118,-0.00534095684289961,0.12169733582104,0.905032328864638,0.905032328864638,-7.29507398191668
